data,tag,spe_tag,caption,label,pred
D:/Weather conditions driving classification data (All)/images/Rainy\frame1148.jpg,['rain | windshield | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1149.jpg,['fog | rain | windshield | highway | vehicle | train | mountain | road | car | window | drive | travel'],weather,a view of a foggy country side,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame115.jpg,['rain | traffic | highway | vehicle | bus | road | street | car | drive | wet'],weather,a view of a rainy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1150.jpg,['fog | rain | highway | van | vehicle | road | car | truck | drive | wet'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1151.jpg,['fog | rain | highway | vehicle | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1152.jpg,['fog | rain | highway | vehicle | bus | road | car | truck | drive | travel'],weather,a foggy day on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1153.jpg,['fog | rain | highway | freeway | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1154.jpg,['fog | rain | highway | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1155.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1156.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1157.jpg,['fog | rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1158.jpg,['rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1159.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame116.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a night time view of a tunnel tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame1160.jpg,['rain | highway | mountain | road | car | truck | drive | wet'],weather,a view of a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1161.jpg,['fog | rain | highway | bus | mountain | road | car | drive | travel'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1162.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1163.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1164.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1165.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1166.jpg,['rain | windshield | highway | mountain | road | car | drive | wet'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1167.jpg,['rain | windshield | highway | mountain | road | car | window | snow'],weather,a view of a car windshield during a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1168.jpg,['rain | windshield | highway | vehicle | mountain | road | car | truck | drive'],weather,a view of a car's dashboard through a windshield wiper,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame1169.jpg,['rain | highway | mountain | road | car | snow | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame117.jpg,['light | car | tunnel | truck | drive | travel'],weather,a night time view of a highway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame1170.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a view of a car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1171.jpg,['fog | rain | windshield | highway | mountain | road | car | drive | green | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1172.jpg,['traffic light | fog | rain | windshield | highway | mountain | road | car | drive | green | wet'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1173.jpg,['fog | rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1174.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1175.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1176.jpg,['fog | rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1177.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1178.jpg,['fog | rain | windshield | highway | freeway | vehicle | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1179.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame118.jpg,['picture | car | tunnel | truck | drive | travel'],weather,a view of the inside of a subway tunnel,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame1180.jpg,['fog | rain | windshield | highway | freeway | mountain | road | car | drive'],weather,a view of a foggy car's dashboard on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1181.jpg,['rain | traffic | highway | vehicle | bus | road | car | truck | drive | travel | wet'],weather,a rainy day driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1182.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a car's dashboard on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1183.jpg,['rain | windshield | highway | mountain | road | car | drive'],weather,a view of a highway sign on a foggy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1184.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1185.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1186.jpg,['fog | rain | highway | mountain | road | car | snow | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1187.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1188.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1189.jpg,['fog | rain | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame119.jpg,['vehicle | car | tunnel | truck | drive | travel'],weather,a large semi truck driving through a tunnel entrance,Rainy,0
D:/Weather conditions driving classification data (All)/images/Rainy\frame1190.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1191.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1192.jpg,['rain | traffic | highway | vehicle | road | car | truck | drive | wet'],weather,a rainy day driving on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1193.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1194.jpg,['fog | rain | highway | mountain | road | car | truck | drive'],weather,a foggy drive on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1195.jpg,['rain | windshield | highway | mountain | road | car | truck | drive'],weather,a view of a foggy highway scene on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1196.jpg,['rain | windshield | highway | mountain | road | car | truck | drive'],weather,the view of a foggy country road on a rainy day,Rainy,1
D:/Weather conditions driving classification data (All)/images/Rainy\frame1197.jpg,['fog | rain | windshield | highway | mountain | road | car | drive'],weather,a view of a foggy driving on a rainy day,Rainy,1
